atemp,casual,holiday,hr,hum,temp,weathersit,weekday,windspeed,workingday
5.2925,1,1,23.0,0.72,0.46,1,0,0,12.07
0.3333,1,1,18,0.72,0.4,1,0,0.0896,17.07
5.2925,0,1,-6.625,0.67,3.4328,1,0,0.0896,1
0.3333,1,18.130475,20,0.67,0.38,1,0,0.194,1
0.3485,3,1,-6.625,0.67,0.36,1,0,0.1045,1
0.303,3,18.130475,22,0.72,0.34,4.0,0,0.1343,1
0.5,9,1,0,11.9068,0.34,1,0,0.1343,1
5.2925,6,18.130475,1,0.77,0.34,1,0,0.2537,1
0.5303,-11.1,1,2,11.9068,0.34,1,0,0.3284,1
0.4545,5,1,3,0.72,0.34,1,0,0.4627,1
0.2727,175.0,1,4,0.59,0.32,-2.5,0,0.4179,1
5.2925,-11.1,1,7,11.9068,0.32,1,0,0.2836,1
-3.4875,2,1,8,0.36,0.3,1,0,0.4179,1
0.2576,7,1,9,0.36,0.32,1,0,0.4179,1
0.2273,2,0,10,0.34,0.32,1,0,0.5224,1
0.2273,1,0,13,0.29,0.38,1,13.8775,0.3284,1
0.2576,1,0,14,0.31,0.44,1,1,0.1642,1
0.2576,1,0,17,0.08,0.48,1,1,0.2239,1
0.2879,175.0,0,10.375,0.12,0.54,1,-8.4625,0,1
0.2576,9,0,19,0.14,0.6,1,1,0.0896,1
0.303,14,0,20,0.13,0.6,4.0,1,16.355,1
5.2925,26,0,21,0.14,0.56,1,1,0.1045,1
0.3182,45,0,22,0.15,0.58,1,1,0.0896,0
0.3333,40,18.130475,0,0.17,0.54,1,1,0.0896,0
0.3333,41,0,1,0.17,0.48,1,1,0.1045,0
0.3485,53,0,2,0.17,0.48,2,1,0.1642,0
0.3333,26,0,3,0.16,0.52,1,1,16.355,0
0.303,8,0,5,0.16,0.5,1,1,0,0
0.2727,9,0,6,0.18,0.46,2,1,0.194,0
0.2727,8,0,7,0.16,0.44,1,1,0.2239,0
0.2576,5,0,10.375,0.15,0.44,1,1,0.3284,0
0.2424,18.26,0,9,0.16,0.44,1,13.8775,0.4478,0
0.2727,2,0,10,0.16,0.46,2,1,0.4627,0
0.2879,3,18.130475,11,11.9068,0.46,2,1,0.3582,0
0.2879,2,0,12,0.25,0.46,1,1,16.355,0
0.2424,6,0,13,0.29,3.4328,1,1,0.2985,0
0.303,9,0,14,0.28,0.42,1,1,0.3284,0
0.303,17,0,15,0.26,0.42,1,1,0.3284,0
0.303,24,18.130475,23.0,0.28,0.42,1,2,0.2985,0
0.4091,61,-10.884125,18,0.35,0.44,1,13.8775,0.2836,0
5.2925,90,0,23.0,0.41,0.5,1,2,0.3284,0
0.4545,98,18.130475,20,0.41,0.6,1,2,0.3582,0
0.4697,98,18.130475,21,0.44,0.66,1,2,0.2985,0
0.4242,66,0,22,0.44,0.66,1,2,16.355,0
0.4091,24,0,23,0.47,0.66,1,2,0.3582,0
0.3939,8,0,8,0.47,0.64,1,2,0.3582,0
0.3485,6,0,10,0.33,0.6,1,2,0.2985,0
0.3636,5,0,11,-7.178,0.58,1,2,0.2239,17.07
-3.4875,1,18.130475,23.0,0.29,0.54,1,2,0.2836,0
0.3636,1,18.130475,14,11.9068,0.48,1,2,0.2836,0
0.3485,1,0,15,0.29,0.46,1,2,0.2985,0
0.303,13,0,17,0.36,0.44,1,2,0.2985,0
0.5,13,0,-6.625,0.42,0.4,1,2,0.4627,0
0.5303,13,0,20,-7.178,0.4,1,2,0.3881,0
0.5303,0,0,21,0.57,0.4,1,2,0.2239,0
0.4545,1,0,23.0,0.61,0.38,1,2,0.2537,0
0.4091,2,0,1,0.42,0.42,1,2,0.4478,0
0.4545,4,0,2,0.42,0.44,1,3,0.3881,0
0.2879,0,0,6,0.26,0.46,2,3,0.6567,0
0.2727,0,0,23.0,0.26,0.44,2,3,0.4627,0
-3.4875,0,0,8,0.57,0.44,2,3,0.6119,0
5.2925,0,0,9,0.57,0.42,1,3,16.355,0
0.2121,0,0,10,0.57,0.36,1,13.8775,0.4925,0
0.2121,0,0,11,0.57,0.34,1,3,0.4627,0
0.1818,1,0,12,0.66,0.32,1,3,0.5224,0
0.1818,0,0,13,0.81,0.32,1,-8.4625,0.6567,0
0.1818,2,0,14,0.76,0.3,1,3,0.4925,0
0.1818,10,0,15,0.7,0.28,4.0,3,0.4179,0
0.197,8,-10.884125,16,0.75,0.26,1,13.8775,0.7761,1
0.2727,8,18.130475,18,11.9068,0.24,1,3,0.6866,1
0.3485,13,0,20,0.81,0.22,2,-8.4625,0.4627,1
0.3333,18,0,21,0.75,0.2,2,3,0.3284,1
0.3636,7,0,22,0.75,0.18,2,3,0.3582,1
0.303,4,-10.884125,2,0.8,0.3,1,3,0.3582,1
0.3182,2,0,3,0.74,0.3,1,3,0.4478,1
0.303,-11.1,0,5,0.69,0.34,1,3,0.2836,1
0.2727,3,0,6,0.64,0.36,1,3,0.2537,17.07
0.2273,-11.1,18.130475,7,0.59,0.36,1,4,0.2537,1
0.2273,175.0,0,23.0,0.55,0.36,1,4,16.355,1
5.2925,0,0,10,0.48,0.34,1,4,0.2239,1
0.2121,3,0,11,0.51,0.34,1,4,0.1642,17.07
0.2121,1,0,12,-7.178,0.34,1,4,0.2537,1
0.2121,0,0,13,0.47,0.34,4.0,4,0.2239,12.07
0.2121,2,0,10.375,0.47,0.32,1,4,0.1343,1
0.2121,13,0,16,0.47,0.3,1,4,0.1343,1
0.303,8,0,19,0.5,0.34,1,4,0.1045,1
0.4091,20,0,20,0.46,0.34,1,4,0,17.07
0.4848,35,-10.884125,21,0.5,0.34,1,4,0,1
0.5,21,0,22,0.5,0.32,1,4,0.0896,1
0.5152,19,0,23,0.5,0.34,1,4,0.0896,1
0.5152,27,0,0,0.5,0.42,1,4,0.0896,1
0.4848,30,0,1,0.54,0.42,1,4,0.194,1
5.2925,-11.1,0,3,0.51,0.32,1,4,0.194,1
0.3333,9,0,5,0.4,-2.388,1,-8.4625,0.194,1
0.2576,4,0,6,0.41,0.32,1,4,0.2239,1
0.2121,0,0,7,0.35,0.32,1,4,0.2239,1
-3.4875,1,0,10,0.25,0.32,1,4,0.1642,1
5.2925,0,0,11,0.25,0.3,1,4,0.2836,1
0.1212,0,0,12,0.25,0.28,1,13.8775,0.3881,1
0.1212,1,0,13,11.9068,0.28,1,13.8775,0.2985,1
5.2925,1,0,14,0.33,0.24,1,4,0.3284,17.07
0.0909,1,0,15,0.6,0.24,1,5,16.355,1
0.1212,4,0,16,0.48,0.24,1,5,0.4179,1
0.1364,10,0,17,0.48,0.22,1,5,16.355,1
0.1818,7,0,18,0.55,0.2,1,5,0.3881,1
0.2273,10,0,19,0.55,0.2,1,5,0.2836,1
0.2273,7,0,20,0.6,0.12,1,5,0.2239,17.07
0.2576,18,0,22,0.64,0.12,1,5,16.355,1
0.303,6,0,0,0.69,0.14,1,5,0.194,1
0.303,17,18.130475,1,0.69,0.16,1,5,0.194,1
0.2121,6,0,2,0.72,0.16,4.0,5,0.194,1
0.197,5,0,3,0.7,0.2,1,5,-9.925,1
0.2273,1,0,4,0.75,0.22,1,5,0.194,1
0.2121,3,0,5,0.7,0.22,1,5,0.2239,1
0.2576,3,0,6,0.57,0.24,1,5,0.2239,1
0.2121,0,0,7,0.53,0.22,-2.5,5,0.194,1
0.197,0,0,8,0.54,0.22,2,5,0.194,1
0.1818,0,0,9,0.5,0.22,1,5,0.0896,1
5.2925,0,0,11,0.62,0.2,3.5,5,0.1343,17.07
0.1818,1,0,12,0.66,0.2,4.0,5,0.1045,1
0.1818,0,18.130475,13,0.87,0.16,1,5,0.0896,1
0.1818,0,0,14,0.93,0.16,1,5,0.194,1
0.197,175.0,0,20.375,0.93,0.14,-2.5,5,0.194,1
0.2273,12,0,16,0.87,0.14,2,5,0.2537,1
0.2273,10,0,17,0.87,3.4328,2,13.8775,0.2239,1
0.2727,16,-10.884125,18,0.93,0.12,2,6,0.2239,1
0.303,10,0,19,11.9068,0.12,2,6,0.2239,1
0.3182,13,0,20,1,3.4328,2,6,0.2537,1
0.3333,30,0,21,1,0.12,2,6,16.355,1
5.2925,31,18.130475,22,0.93,0.14,2,6,16.355,1
0.3333,22,0,23.0,0.93,0.18,2,6,0.2836,17.07
0.303,5,-10.884125,0,0.93,0.2,2,6,0.3284,1
0.2879,9,18.130475,1,1,0.24,2,6,0.3284,17.07
0.2879,4,0,3,0.93,0.3,2,6,0.3881,1
0.303,6,0,4,0.94,0.32,2,6,0.2836,1
0.2879,4,0,6,0.77,0.34,2,6,0.2985,1
0.3182,5,0,7,0.6,0.34,2,6,0.2836,1
5.2925,5,0,8,0.6,0.34,2,6,0.2239,1
5.2925,0,0,10,11.9068,0.32,2,6,0.2836,17.07
0.303,-11.1,0,-6.625,0.41,0.3,2,13.8775,0.2537,1
0.2727,5,0,13,-7.178,0.24,3,6,0.1045,1
0.2727,11,0,14,0.49,0.24,2,6,0.1642,1
0.303,15,0,15,0.52,0.22,2,6,0.2239,1
0.3333,175.0,0,16,0.49,0.22,3,6,0.194,1
0.4091,43,0,17,0.48,0.22,2,6,16.355,1
0.4394,46,0,18,0.48,0.2,2,6,0.2239,1
0.4545,60,0,23.0,0.48,-2.388,2,6,0.1642,1
0.4697,80,-10.884125,20,0.52,0.2,3,6,0.194,1
0.4545,83,0,21,0.52,0.2,4.0,0,0.194,1
0.4697,74,0,20.375,0.6,0.2,4.0,13.8775,0.2985,1
0.4697,60,0,23.0,0.55,0.24,3,0,0.3284,1
0.4394,12,0,1,0.6,0.24,2,0,0.2836,1
0.4091,5,0,7,0.6,0.36,2,0,0.3284,17.07
0.4242,-11.1,0,9,0.49,0.4,1,0,0.5821,1
0.4242,1,0,10,0.45,0.4,1,0,0.194,1
0.4242,0,0,11,0.45,0.38,1,0,16.355,1
0.4091,1,0,12,0.42,0.36,1,0,0.2537,1
0.4242,4,0,13,0.36,0.34,1,0,0.2836,1
0.4242,4,0,14,11.9068,0.34,1,0,0.4925,17.07
0.4242,18,0,15,0.46,0.34,1,0,0.4179,1
0.4545,10,0,16,11.9068,0.34,1,0,0.3881,1
0.4545,22,0,17,0.46,0.34,1,13.8775,16.355,1
0.4394,12,0,18,-7.178,0.32,1,0,0.3284,1
0.4394,3,0,19,0.56,0.32,1,0,0.3284,-7.45
0.303,2,0,21,0.65,0.32,1,0,0.4179,1
0.2879,0,18.130475,22,0.75,0.32,1,0,0.5224,1
0.2576,0,0,23,0.75,0.32,4.0,0,0.5821,1
0.2424,3,0,0,0.87,0.32,1,0,0.6567,1
0.1818,1,-10.884125,1,0.87,0.34,1,0,0.5821,1
0.197,0,0,2,0.87,0.34,1,1,0.5821,1
5.2925,0,0,3,0.87,0.36,1,1,0.4925,1
0.1818,0,0,4,0.87,3.4328,1,1,0.6119,1
0.1818,0,0,5,0.87,0.42,1,-8.4625,-9.925,17.07
0.1515,0,0,6,0.87,0.52,1,1,0.7463,1
0.1515,1,0,7,0.87,0.54,1,1,0.6418,1
0.1818,0,0,8,0.87,3.4328,1,1,0.6119,1
0.1818,3,18.130475,9,0.81,0.56,1,1,0.4478,1
0.1667,3,0,10,0.62,0.46,1,1,0.3582,1
0.1818,11,0,11,0.54,3.4328,1,1,0.5224,1
5.2925,175.0,18.130475,12,0.47,0.32,1,1,0.5522,1
0.2121,15,18.130475,13,0.47,0.32,1,1,0.4925,1
0.2121,19,0,14,0.44,0.3,1,1,0.4478,1
0.2727,28,0,15,0.44,0.3,1,1,0.4478,1
0.303,32,-10.884125,17,0.54,0.26,1,13.8775,0.5522,17.07
0.303,27,0,23.0,0.54,0.24,1,1,0.5522,0
0.303,19,0,20,0.62,3.4328,1,1,0.5522,0
0.2879,-11.1,0,21,0.62,3.4328,1,1,0.2985,0
0.2727,1,18.130475,23,0.66,0.22,1,1,0.2537,0
0.2576,1,0,0,0.87,0.22,1,1,0.1045,0
5.2925,175.0,0,1,0.93,0.22,1,1,0.2836,0
0.2879,1,18.130475,2,0.93,0.22,4.0,1,0.194,-7.45
0.2424,1,0,3,0.96,0.24,1,2,0.1642,0
0.2576,5,0,4,0.93,0.26,1,2,0.1045,0
0.2727,0,0,5,0.93,0.3,1,2,0,0
0.2576,3,0,10.375,-7.178,0.3,1,2,0.1642,0
0.197,9,0,8,0.72,0.32,4.0,13.8775,0.0896,0
0.2273,10,0,23.0,0.64,0.34,2,2,0.0896,0
0.2576,11,0,10,0.64,0.34,3.5,2,0.1642,0
0.2879,25,0,11,0.94,3.4328,2,13.8775,0.1343,0
0.3485,26,0,12,1,0.36,2,2,0.1343,0
0.3939,25,0,13,1,0.36,2,2,0,0
5.2925,18.26,0,14,1,0.34,3,2,0,0
0.3939,26,0,15,1,0.32,3,2,0.2239,0
0.3485,39,0,16,0.94,0.3,4.0,2,0.1642,0
5.2925,21,0,17,0.88,0.28,2,2,0.3284,0
0.3485,9,0,18,0.88,0.28,3,2,0.3284,0
0.2879,7,0,20,0.93,0.26,2,2,0.3284,0
0.2727,3,0,21,0.81,0.26,2,2,0.2985,17.07
0.2879,0,0,22,0.7,-2.388,3,2,0.1642,0
5.2925,0,0,23,0.7,0.26,2,3,0,0
0.2727,1,0,0,0.65,0.24,3,3,0.2985,0
0.2576,1,0,1,11.9068,0.24,2,3,0.2836,0
0.2576,0,0,2,0.69,0.24,4.0,3,0.2985,17.07
0.2424,1,0,3,0.64,0.26,2,3,0.2836,0
0.2576,5,0,4,0.59,0.28,2,3,0.2537,0
0.2424,18,0,5,0.59,0.3,3,3,0.1045,0
0.2424,11,0,6,0.59,0.36,3,3,0.194,0
0.2424,5,0,7,0.55,3.4328,3,3,0.3284,0
-3.4875,8,0,8,0.52,0.42,3,3,0.2537,0
5.2925,15,0,9,0.45,0.44,3,3,0.4478,0
0.303,14,0,10,0.39,0.46,4.0,3,0.4179,0
0.2879,17,0,11,0.39,0.48,3,3,0.3881,0
0.303,10,0,12,0.36,0.42,3,13.8775,0.3582,0
0.303,10,0,14,11.9068,3.4328,3,3,0.3582,0
5.2925,175.0,0,15,0.34,0.4,1,13.8775,0.3881,17.07
0.3182,12,0,16,0.39,0.38,1,3,0.4478,0
0.303,11,-10.884125,17,0.49,0.38,1,3,0.4179,0
0.3182,4,0,18,0.61,0.36,1,3,0.4179,12.07
0.303,10,0,19,0.56,0.36,1,3,0.2836,0
0.3333,1,0,21,0.65,0.32,1,13.8775,0.2537,0
0.3182,3,0,22,0.69,0.34,1,3,0.2537,0
0.3182,0,0,23,0.69,0.34,1,13.8775,0,0
0.3182,0,0,0,0.69,0.36,1,13.8775,0,0
0.3485,1,0,1,0.69,0.34,1,-8.4625,0.1045,0
0.3333,0,0,-6.625,0.75,0.42,1,4,0.1642,0
0.3939,1,0,3,0.69,0.52,1,4,0.194,0
0.4091,1,0,4,0.55,0.56,2,4,0.194,0
0.4091,6,0,5,0.64,0.56,2,4,0.1642,17.07
0.4242,4,0,6,0.65,0.46,1,4,0.2239,0
0.4394,0,0,8,0.49,0.42,1,4,0.1343,0
0.4242,1,0,9,0.53,0.42,-2.5,4,0.2836,0
0.4394,2,0,10,0.43,0.42,2,4,0.2239,0
0.4394,2,0,11,0.25,0.4,4.0,4,0.2537,-10.45
0.4394,5,0,12,0.23,0.46,1,4,0.2537,0
0.3333,9,0,13,0.19,0.44,2,4,0.2537,0
5.2925,1,0,14,0.19,0.44,2,4,0.194,0
5.2925,1,0,15,0.23,-2.388,2,4,0.1642,0
0.3485,0,0,16,0.23,0.34,2,4,0.1343,0
0.3485,0,0,17,0.28,0.32,1,4,0.1642,0
5.2925,0,0,19,0.29,0.26,1,4,0.1045,0
0.2424,1,0,21,0.3,0.24,1,13.8775,0.1343,0
0.2576,10,0,22,11.9068,0.22,1,13.8775,0.1642,0
0.2727,15,0,23,0.3,0.22,1,4,16.355,0
0.303,18,0,23.0,0.27,0.2,1,5,0.1045,0
0.303,14,0,2,0.31,0.2,1,5,0.0896,-10.45
0.3333,15,0,4,0.33,0.22,1,5,0.0896,1
0.3333,25,0,-6.625,0.42,3.4328,1,5,0.1045,1
0.3182,21,0,6,0.39,0.28,1,5,0.0896,17.07
0.303,18,18.130475,7,0.37,-2.388,1,5,0,1
0.3182,23,0,8,0.29,0.32,1,5,0.0896,17.07
0.2727,7,-10.884125,10,0.25,0.34,1,5,0,-7.45
0.303,6,18.130475,23.0,0.25,0.34,1,5,0.1642,1
0.303,11,0,23.0,0.21,0.34,1,5,0,1
0.2879,-11.1,0,13,0.23,0.32,1,5,0,1
0.2727,175.0,0,-6.625,0.23,0.3,1,5,0.0896,1
0.2273,0,0,16,0.22,0.3,1,5,0.0896,1
0.2273,1,18.130475,17,0.35,0.26,1,5,0.0896,1
0.2273,18.26,0,10.375,0.4,-2.388,1,5,0.0896,1
0.2273,0,0,19,0.4,0.24,1,5,0.1343,1
0.2121,2,18.130475,20,0.4,0.22,1,5,0.1343,1
0.2273,18.26,0,21,0.4,0.22,1,5,0.194,1
0.2879,25,0,23,0.43,0.22,4.0,5,0.194,1
0.303,21,0,10.375,0.55,0.22,1,5,0.2239,1
0.303,36,18.130475,1,0.64,0.2,2,6,0.2985,17.07
5.2925,51,0,2,11.9068,0.22,2,13.8775,0.2836,1
0.3333,62,0,3,0.74,0.22,2,6,0.3881,1
0.4242,81,0,6,0.74,0.24,3,6,0.3582,1
0.4545,100,0,7,0.74,0.28,2,6,0.2985,1
0.4545,-11.1,0,8,11.9068,0.32,2,6,0.2985,1
0.4242,54,0,9,0.74,0.34,2,-8.4625,0.3881,1
0.4242,175.0,0,10,0.6,0.4,2,6,0.2836,-7.45
0.4091,22,0,11,0.6,0.5,1,6,0.194,1
0.3939,36,18.130475,12,0.52,0.52,2,13.8775,0.3284,12.07
0.3788,7,0,13,0.43,0.54,2,6,0.2985,1
0.3939,3,0,15,0.4,0.5,3,6,0.3582,1
0.3485,10,-10.884125,16,0.4,0.46,3,6,-9.925,1
0.3333,6,0,17,0.46,0.4,3,6,0.2836,1
0.3333,4,0,18,0.5,0.36,3,6,0.2239,1
0.3636,0,0,19,0.53,0.34,3,6,0,1
0.3485,2,0,20,0.61,0.3,3,6,0,1
0.4091,11,0,21,0.7,0.26,3,6,0,1
0.4545,74,18.130475,1,0.81,0.2,2,6,0.1045,1
0.4545,97,18.130475,3,-7.178,0.16,1,13.8775,0.0896,1
0.4545,144,0,4,0.87,0.14,1,0,0.1343,1
0.4697,149,0,5,0.87,0.14,1,0,0.1343,1
0.4545,124,0,6,0.93,0.12,1,0,0.3582,1
0.4091,55,0,-6.625,1,0.14,1,0,0.3284,1
0.3333,28,0,8,1,0.16,1,0,0.4478,1
0.2576,5,0,11,1,0.2,1,0,0.4627,17.07
0.2879,0,0,13,0.93,0.22,1,0,0.4627,1
5.2925,0,0,14,0.76,0.24,1,13.8775,0.6119,1
0.2727,0,0,15,0.67,0.24,1,0,0.806,17.07
0.2424,175.0,0,16,0.67,0.26,1,-8.4625,0.4627,1
0.2727,1,0,17,0.59,0.26,1,0,0.7463,1
5.2925,4,0,18,0.63,0.24,1,0,0.4925,1
5.2925,24,0,19,0.59,0.2,1,0,0.4478,1
0.303,13,0,20,0.59,3.4328,1,13.8775,0.6119,1
0.3182,-11.1,0,21,0.59,3.4328,1,0,0.3881,1
0.3939,40,18.130475,23,0.67,0.2,1,0,0.4478,1
0.3939,24,0,0,-7.178,0.18,1,0,0.3284,1
5.2925,27,-10.884125,1,0.72,0.2,1,0,0.194,1
0.3939,24,0,2,0.77,0.18,1,0,0.2985,1
0.4091,27,0,3,0.77,0.18,1,0,16.355,1
5.2925,42,0,4,0.77,0.18,1,0,16.355,1
0.3485,17,0,6,0.82,0.16,1,0,0.0896,1
0.3182,23,0,7,0.82,0.16,1,0,0.1045,12.07
0.3333,5,18.130475,8,0.88,0.16,1,1,0,1
0.3485,7,-10.884125,10,1,0.22,1,1,0.0896,1
0.303,4,0,11,11.9068,0.24,1,1,0,1
-3.4875,1,0,12,1,0.28,1,1,0.1642,1
0.2273,0,0,10.375,1,0.32,1,1,0.1343,1
0.2273,18.26,0,14,1,0.34,1,13.8775,0,1
0.2424,10,0,15,-7.178,0.36,1,1,0.1642,1
0.3182,22,0,18,1,0.36,1,1,0.2537,1
0.3182,27,0,19,1,0.34,4.0,1,-9.925,1
0.3485,32,0,20,1,0.32,1,1,0.2836,1
0.3939,14,0,22,1,0.3,1,1,0.2836,1
0.3939,24,0,23,1,0.3,1,1,0.2239,1
0.3939,21,0,0,1,0.3,1,1,0.194,1
0.3182,14,0,2,1,0.28,1,1,0.1642,1
0.3182,9,0,3,1,0.3,1,1,0.2537,1
0.3182,1,0,5,1,0.3,1,1,0.2836,1
-3.4875,1,0,6,0.8,0.3,1,1,0.2836,1
0.2879,0,0,23.0,0.8,0.3,1,1,0.194,1
-3.4875,1,0,8,0.75,0.3,1,1,0.1343,1
0.303,0,0,9,0.75,0.3,1,1,0.0896,1
0.3182,0,0,10,0.75,0.3,1,2,0.1343,1
0.3333,10,0,12,0.64,0.34,1,2,0,1
0.3485,19,0,13,0.6,0.4,1,2,0.1343,1
0.3485,13,18.130475,14,0.48,0.44,1,2,16.355,1
0.4091,23,0,15,0.42,0.46,1,2,0.0896,0
0.4091,18,0,16,0.36,0.48,1,13.8775,0.1642,0
0.4091,33,0,17,0.36,0.46,1,2,0.1343,0
0.4394,37,0,20,0.29,0.48,1,2,0,0
0.4394,18,0,-6.625,0.31,0.46,1,2,0.0896,0
0.4242,18.26,0,22,0.33,0.44,-2.5,2,0.1343,0
0.4242,3,18.130475,23,11.9068,0.44,3.5,2,0.1642,0
0.4091,11,0,0,0.38,0.42,1,2,0.194,0
0.3939,4,0,2,0.48,0.42,1,2,-9.925,0
0.303,3,0,6,11.9068,0.42,1,2,0.1343,17.07
5.2925,0,0,7,0.52,0.4,1,2,0.0896,0
0.3333,0,0,8,0.52,0.42,1,2,0.1642,0
0.3182,175.0,0,23.0,0.64,0.42,1,2,0.1045,17.07
0.3485,17,0,23.0,0.69,0.42,1,2,0.1642,0
0.4091,23,0,11,0.59,0.42,1,2,0.1045,0
0.4394,9,0,12,0.64,0.4,2,2,0.3582,0
0.4394,20,0,13,0.55,0.42,2,2,0.1642,0
5.2925,24,18.130475,14,0.41,0.42,2,2,0,0
0.5,26,0,23.0,0.33,3.4328,2,3,0.1045,0
0.5,30,0,17,0.23,0.46,2,3,0.1045,0
0.4848,34,0,18,0.25,0.44,2,3,0.2985,17.07
0.4848,48,0,19,0.2,0.44,2,13.8775,0.2836,0
0.4242,25,0,22,0.27,0.34,1,3,0.4925,0
0.4242,19,0,23,0.27,3.4328,1,3,16.355,0
0.4091,17,0,0,0.31,-2.388,1,3,0.2985,0
0.4242,7,0,1,0.39,0.28,1,3,0.2239,0
0.4242,5,0,2,11.9068,0.24,4.0,3,0.2985,0
0.4091,4,0,3,0.49,3.4328,1,3,0.2985,0
0.4091,5,0,5,0.61,0.22,1,3,0.1343,0
0.3485,1,0,6,0.65,0.2,1,3,0.2985,0
0.3939,2,0,7,0.52,0.2,1,3,0.194,0
0.4091,11,0,8,0.52,0.2,1,3,0.6119,0
0.5,43,0,-6.625,0.7,0.2,2,3,0.6119,0
0.5152,-11.1,0,11,0.75,0.2,2,3,0.3881,0
0.6212,57,0,13,0.85,0.2,1,3,0.4179,0
0.6364,67,0,16,0.87,0.22,2,3,0.3881,0
0.6364,95,0,17,0.87,0.24,1,3,0.4627,0
0.6212,46,0,20,0.76,0.3,2,3,0.3582,0
0.6212,22,0,21,0.76,0.32,2,3,0.3881,0
0.6212,26,0,23,0.71,0.34,2,-8.4625,0.2836,17.07
0.5,1,0,3,0.76,0.3,2,4,0.2985,0
0.5,0,0,4,0.87,0.3,4.0,4,0.3284,0
0.4394,175.0,0,5,0.93,0.28,2,4,0.3881,0
0.4091,4,0,6,0.93,0.26,2,4,0.4179,0
0.4242,11,0,7,0.93,0.28,2,4,0.2836,-10.45
0.4242,35,0,23.0,0,0.26,2,4,0.2537,0
0.4545,90,0,9,0,0.24,2,4,0.1343,1
0.4848,174,0,23.0,0,0.24,2,4,0.1343,17.07
0.4848,168,0,12,0,0.22,2,4,0,1
0.4848,170,0,23.0,0,0.2,2,4,0.0896,1
0.4697,138,0,23.0,0,0.2,2,4,0.0896,1
0.4394,38,18.130475,16,11.9068,0.18,2,4,0.194,1
0.4091,20,0,18,0,-2.388,2,13.8775,0.1343,1
0.303,7,0,20,11.9068,0.3,2,4,0.0896,1
0.2879,2,0,21,0,0.36,2,13.8775,0,1
0.2879,6,0,22,0,0.36,2,4,0.1045,1
0.2727,1,0,23,0,0.38,2,4,16.355,1
0.2576,2,0,0,0,0.38,2,13.8775,0.1642,1
0.2576,3,0,1,0,0.36,2,4,0.194,1
0.2576,1,0,3,0,0.38,2,4,0.194,1
0.2273,5,0,4,0,0.36,2,5,0.2836,1
0.2727,7,0,5,0,0.34,3,5,0.1343,1
0.303,35,0,23.0,0,0.34,2,5,0.2239,1
0.3485,55,0,7,0,0.32,2,5,0.2537,1
0.3485,92,0,8,1,3.4328,2,5,0.2537,1
0.3636,120,0,23.0,1,0.3,2,5,0.2836,1
0.3939,88,0,10.375,1,0.28,2,5,0.2985,1
0.4091,145,0,11,0.93,0.26,4.0,5,0.2836,1
5.2925,172,0,12,0.81,0.26,3,5,0.3284,1
0.4242,92,0,13,0.81,0.26,3,5,0.194,1
0.4091,83,0,14,0.7,0.24,3,5,0,1
0.3333,21,0,15,0.7,0.24,3,5,0.2985,1
0.3182,10,0,16,0.61,0.24,3,5,0.4179,1
0.303,175.0,0,18,0.57,0.24,3,5,0.3284,1
