atemp,casual,cnt,holiday,hr,hum,registered,temp,weathersit,weekday,windspeed,workingday
0.2273,3.0,17.0,0.0,0.0,0.69,14.0,3.4328000000000003,2.0,-8.462499999999999,-9.925,1.0
0.2424,0.0,5.0,0.0,1.0,0.65,5.0,0.24,2.0,3.0,0.1343,1.0
0.2273,3.0,10.0,0.0,,0.69,7.0,incons,3.0,3.0,0.194,1.0
0.1818,incons,1.0,0.0,5.0,0.86,1.0,0.2,3.0,3.0,0.2836,1.0
0.1818,0.0,8.0,0.0,6.0,0.86,8.0,0.2,incons,3.0,0.2836,1.0
incons,,30.0,0.0,-6.625,0.87,29.0,0.22,3.0,3.0,,1.0
0.2121,3.0,72.0,0.0,8.0,0.87,69.0,0.22,3.0,3.0,0.2985,1.0
0.2121,3.0,58.0,0.0,9.0,0.87,55.0,0.22,3.0,3.0,0.2985,-7.45
0.2121,2.0,28.0,0.0,10.0,-7.178000000000001,26.0,0.22,3.0,3.0,-9.925,1.0
,6.0,41.0,0.0,11.0,0.93,35.0,0.22,3.0,3.0,0.3284,1.0
0.197,7.0,48.0,0.0,12.0,0.93,,0.22,3.0,3.0,,-7.45
0.197,4.0,47.0,0.0,13.0,0.93,,0.22,3.0,3.0,,1.0
0.197,0.0,-22.322812499999998,0.0,14.0,0.93,36.0,0.22,3.5,3.0,0.3582,1.0
0.1818,1.0,-22.322812499999998,0.0,-12.625,0.93,42.0,0.22,3.0,3.0,0.4627,1.0
0.197,1.0,36.0,0.0,,0.93,35.0,0.22,4.0,incons,0.3284,1.0
0.1818,,26.0,,,0.93,26.0,0.2,3.0,3.0,0.3582,1.0
0.2273,1.0,24.0,0.0,16.0,0.55,23.0,0.22,1.0,4.0,,12.07
0.2424,2.0,84.0,0.0,17.0,0.55,82.0,0.22,1.0,4.0,0.1045,
0.2273,,104.0,0.0,18.0,0.69,101.0,0.2,1.0,incons,0.0896,1.0
0.2273,3.0,79.0,0.0,19.0,0.69,76.0,,1.0,4.0,,1.0
5.2925,4.0,59.0,0.0,20.0,0.74,55.0,0.18,-2.5,4.0,0.0896,1.0
0.2121,2.0,38.0,0.0,21.0,0.74,36.0,0.18,1.0,4.0,0.0896,
0.2121,0.0,27.0,0.0,22.0,0.74,27.0,0.18,1.0,4.0,0.0896,1.0
0.197,,16.0,0.0,incons,,16.0,incons,1.0,4.0,0.1642,1.0
0.2121,0.0,9.0,0.0,0.0,0.75,9.0,0.2,2.0,,0.1343,1.0
0.2121,1.0,3.0,,1.0,incons,2.0,0.2,2.0,,0.1343,1.0
0.2121,0.0,2.0,0.0,2.0,0.75,2.0,0.2,2.0,5.0,0.1642,1.0
0.2273,1.0,1.0,0.0,3.0,0.75,0.0,0.2,2.0,5.0,0.1045,1.0
0.2121,0.0,4.0,0.0,5.0,0.8,4.0,0.18,2.0,5.0,0.1045,1.0
0.197,0.0,16.0,0.0,6.0,0.8,16.0,0.18,incons,5.0,0.1343,1.0
0.197,2.0,37.3936875,0.0,7.0,0.86,58.0,,2.0,5.0,0.0896,1.0
0.197,2.0,157.0,0.0,-12.625,0.86,155.0,0.16,2.0,5.0,0.0896,1.0
0.2121,6.0,101.0,0.0,9.0,0.86,95.0,0.18,3.0,5.0,0.0896,1.0
0.2121,0.0,49.0,0.0,10.0,0.86,49.0,0.18,3.0,5.0,0.1045,1.0
5.2925,0.0,30.0,0.0,11.0,11.9068,30.0,0.18,3.0,5.0,0.1045,1.0
-3.4875,,29.0,0.0,12.0,0.93,28.0,0.18,3.0,5.0,0.1045,1.0
0.2121,0.0,31.0,0.0,,0.93,31.0,0.18,3.0,5.0,0.1045,1.0
0.2727,2.0,38.0,incons,14.0,0.8,36.0,0.22,3.0,5.0,0.0,1.0
0.2576,1.0,41.0,0.0,15.0,0.86,40.0,,2.0,5.0,0.0,1.0
0.2727,10.0,80.0,18.130475,16.0,0.8,70.0,0.22,1.0,5.0,16.355,1.0
0.2424,,149.0,0.0,20.375,0.75,,incons,,5.0,0.1343,1.0
0.2273,2.0,109.0,0.0,18.0,incons,107.0,0.24,1.0,,0.194,1.0
0.2424,-11.1,89.0,0.0,19.0,0.75,84.0,0.24,2.0,5.0,0.1343,1.0
0.2273,1.0,62.0,0.0,20.0,0.7,61.0,0.24,2.0,5.0,0.194,1.0
0.2273,1.0,58.0,0.0,21.0,0.75,57.0,0.22,2.0,5.0,0.1343,1.0
0.2121,0.0,26.0,-10.884125000000001,22.0,incons,26.0,0.24,1.0,incons,0.3582,1.0
0.2273,1.0,23.0,0.0,23.0,0.6,22.0,0.24,1.0,,0.2239,1.0
0.197,-11.1,28.0,incons,0.0,0.64,26.0,0.22,1.0,6.0,0.3582,0.0
,0.0,37.3936875,0.0,1.0,0.64,20.0,0.22,1.0,6.0,0.194,0.0
,0.0,15.0,0.0,2.0,incons,-15.878937499999997,0.22,1.0,6.0,-9.925,0.0
0.2121,3.0,8.0,0.0,3.0,0.64,incons,0.2,1.0,6.0,0.1343,0.0
0.1818,-11.1,3.0,0.0,20.375,0.69,2.0,0.16,1.0,incons,0.1045,0.0
0.1818,0.0,2.0,0.0,,0.64,2.0,0.16,1.0,6.0,0.1343,0.0
0.1818,1.0,5.0,0.0,7.0,0.59,4.0,0.16,1.0,6.0,,0.0
0.197,3.0,34.0,0.0,-12.625,0.55,31.0,0.18,1.0,6.0,0.1642,0.0
0.2121,0.0,34.0,0.0,9.0,0.59,34.0,0.18,1.0,6.0,0.0896,0.0
0.2121,incons,55.0,0.0,10.0,0.64,51.0,0.18,2.0,,0.1045,0.0
0.197,4.0,,0.0,11.0,,-15.878937499999997,0.18,incons,6.0,,0.0
0.197,12.0,78.0,0.0,12.0,0.59,66.0,3.4328000000000003,2.0,6.0,0.194,0.0
0.2273,9.0,65.0,0.0,13.0,0.55,56.0,0.22,2.0,6.0,0.1642,0.0
0.2273,10.0,99.0,0.0,14.0,0.6,89.0,0.22,incons,6.0,0.1343,0.0
0.2121,22.0,120.0,0.0,15.0,0.69,98.0,0.22,1.0,6.0,0.2537,0.0
0.2424,19.0,107.0,0.0,16.0,0.6,88.0,0.24,1.0,incons,0.1642,0.0
0.2879,9.0,91.0,0.0,17.0,0.6,82.0,0.24,3.5,6.0,-9.925,0.0
,18.259999999999998,68.0,0.0,18.0,0.69,59.0,,1.0,6.0,0.1343,0.0
0.2121,,58.0,0.0,19.0,0.69,52.0,0.22,2.0,6.0,0.2537,0.0
0.2121,1.0,43.0,0.0,20.0,0.74,42.0,,1.0,6.0,0.0896,0.0
0.2121,1.0,36.0,0.0,21.0,0.74,35.0,0.18,1.0,6.0,0.0896,0.0
0.197,-11.1,32.0,0.0,22.0,0.8,28.0,0.16,3.5,6.0,0.0896,
0.197,incons,33.0,0.0,23.0,0.8,30.0,0.16,1.0,6.0,-9.925,0.0
0.1818,0.0,33.0,0.0,0.0,0.8,33.0,0.16,1.0,0.0,0.1045,-10.450000000000001
,7.0,29.0,18.130475,1.0,0.8,22.0,3.4328000000000003,1.0,0.0,0.0,0.0
0.2273,1.0,11.0,0.0,2.0,0.8,10.0,0.16,1.0,0.0,incons,
0.2121,incons,8.0,0.0,3.0,0.93,7.0,0.14,1.0,0.0,0.0,0.0
0.2121,0.0,1.0,0.0,4.0,0.93,1.0,0.14,1.0,0.0,0.0,0.0
5.2925,0.0,3.0,0.0,5.0,0.86,-15.878937499999997,0.14,1.0,0.0,0.0,0.0
0.2121,0.0,3.0,0.0,7.0,0.86,3.0,0.14,1.0,0.0,0.0,-7.45
0.2121,1.0,12.0,0.0,8.0,0.86,11.0,0.14,2.0,0.0,0.0,0.0
0.2273,4.0,38.0,0.0,9.0,0.8,34.0,,2.0,0.0,,0.0
0.2424,7.0,64.0,0.0,10.0,0.8,57.0,0.18,2.0,0.0,0.0,0.0
0.2727,18.259999999999998,59.0,0.0,11.0,-7.178000000000001,50.0,incons,1.0,0.0,0.0,incons
0.3182,10.0,97.0,0.0,12.0,0.52,87.0,0.3,incons,0.0,0.1045,0.0
0.2879,13.0,84.0,,13.0,0.61,71.0,0.28,1.0,0.0,0.1045,0.0
0.303,,122.0,0.0,14.0,0.61,104.0,0.28,1.0,0.0,-9.925,0.0
0.3333,14.0,37.3936875,0.0,15.0,-7.178000000000001,95.0,0.3,-2.5,0.0,0.0,0.0
0.3333,19.0,,0.0,16.0,0.56,104.0,0.3,1.0,0.0,0.0,0.0
-3.4875,6.0,77.0,,17.0,11.9068,71.0,0.3,1.0,0.0,0.194,0.0
5.2925,8.0,65.0,0.0,18.0,0.65,57.0,0.26,1.0,0.0,,0.0
0.2576,9.0,55.0,0.0,19.0,0.65,46.0,3.4328000000000003,1.0,0.0,-9.925,0.0
0.2727,3.0,33.0,0.0,20.0,0.65,30.0,0.26,,0.0,0.1045,0.0
incons,3.0,28.0,0.0,21.0,,25.0,0.24,2.0,0.0,incons,0.0
5.2925,2.0,,0.0,22.0,0.7,19.0,0.24,2.0,0.0,0.194,0.0
0.2121,5.0,21.0,0.0,23.0,0.65,16.0,0.24,2.0,0.0,0.2836,0.0
,1.0,7.0,0.0,0.0,0.65,6.0,0.24,2.0,1.0,0.2239,1.0
0.2121,2.0,7.0,,1.0,0.64,5.0,0.22,1.0,1.0,0.2537,incons
incons,0.0,37.3936875,0.0,-6.625,0.64,1.0,0.22,1.0,1.0,0.194,1.0
0.2273,0.0,-22.322812499999998,0.0,3.0,0.64,2.0,0.22,1.0,1.0,0.194,1.0
incons,0.0,2.0,0.0,4.0,0.59,2.0,,1.0,1.0,0.2239,1.0
0.1667,-11.1,8.0,0.0,5.0,0.64,8.0,0.18,1.0,1.0,0.2836,1.0
0.1364,0.0,37.0,0.0,6.0,0.69,37.0,0.16,1.0,1.0,0.3284,1.0
-3.4875,1.0,72.0,0.0,7.0,0.64,71.0,0.16,2.0,-8.462499999999999,0.2836,
0.1364,3.0,185.0,0.0,8.0,0.59,182.0,0.16,2.0,1.0,0.2836,1.0
0.1364,0.0,112.0,0.0,9.0,0.59,112.0,0.16,2.0,1.0,0.2985,1.0
0.1515,1.0,69.0,0.0,10.0,0.59,68.0,0.16,2.0,1.0,0.194,1.0
0.1515,2.0,48.0,0.0,incons,0.59,46.0,0.16,2.0,1.0,0.194,1.0
0.2121,6.0,68.0,0.0,12.0,incons,62.0,,2.0,1.0,0.1045,incons
0.2273,2.0,,0.0,13.0,0.59,-15.878937499999997,0.16,2.0,1.0,0.0,
0.197,1.0,86.0,0.0,14.0,0.55,85.0,0.18,2.0,1.0,0.1343,1.0
0.1818,3.0,44.0,0.0,15.0,,,0.16,2.0,1.0,0.1343,1.0
0.1818,3.0,-22.322812499999998,0.0,16.0,0.56,83.0,0.16,3.5,1.0,0.194,incons
0.1515,6.0,37.3936875,0.0,17.0,0.59,155.0,0.16,2.0,1.0,0.194,1.0
0.1515,3.0,156.0,0.0,18.0,0.55,153.0,3.4328000000000003,2.0,incons,0.2239,1.0
0.3182,,111.0,0.0,19.0,0.61,,0.3,1.0,1.0,0.1045,1.0
0.1667,0.0,78.0,0.0,20.0,0.59,78.0,0.16,-2.5,1.0,0.1642,1.0
0.197,3.0,56.0,0.0,21.0,0.59,53.0,3.4328000000000003,3.0,1.0,0.0896,1.0
0.1818,0.0,37.3936875,-10.884125000000001,22.0,-7.178000000000001,34.0,0.16,2.0,1.0,0.1045,1.0
,2.0,17.0,0.0,23.0,0.64,15.0,0.16,2.0,1.0,0.0896,1.0
0.1818,2.0,8.0,incons,0.0,0.64,,0.16,2.0,2.0,0.1045,1.0
-3.4875,0.0,-22.322812499999998,0.0,1.0,0.69,3.0,0.16,2.0,2.0,0.1045,1.0
0.2273,0.0,2.0,0.0,2.0,0.69,2.0,-2.388,2.0,2.0,0.0,1.0
0.2273,-11.1,,0.0,3.0,0.69,2.0,3.4328000000000003,,2.0,0.0,1.0
0.2121,0.0,-22.322812499999998,0.0,5.0,0.93,3.0,0.14,3.0,2.0,0.0,17.07
0.2121,0.0,22.0,0.0,6.0,11.9068,22.0,0.14,3.0,2.0,incons,1.0
0.2273,0.0,52.0,0.0,7.0,0.93,52.0,0.16,3.0,2.0,0.0,1.0
0.2273,3.0,135.0,18.130475,8.0,0.93,132.0,-2.388,3.0,2.0,0.0,1.0
0.2273,2.0,116.0,0.0,incons,0.93,114.0,0.16,2.0,-8.462499999999999,incons,1.0
0.2273,0.0,47.0,0.0,10.0,0.93,47.0,0.16,2.0,2.0,0.0,1.0
0.2424,2.0,51.0,0.0,11.0,0.86,49.0,0.18,2.0,2.0,0.0,1.0
0.2576,2.0,55.0,0.0,12.0,0.86,-15.878937499999997,0.2,2.0,2.0,0.0,1.0
0.2576,3.0,52.0,18.130475,13.0,0.86,,0.2,2.0,2.0,0.0,1.0
0.2576,5.0,incons,0.0,10.375,0.8,,0.22,2.0,incons,0.0896,1.0
-3.4875,7.0,52.0,0.0,15.0,0.75,45.0,0.24,2.0,2.0,0.0,1.0
0.2424,3.0,64.0,0.0,16.0,0.75,61.0,0.24,2.0,13.8775,0.1343,1.0
0.2879,4.0,,0.0,17.0,0.75,172.0,incons,2.0,2.0,0.0,1.0
0.2576,,168.0,0.0,18.0,0.81,165.0,0.24,2.0,2.0,0.1045,1.0
0.2424,3.0,108.0,0.0,19.0,0.81,105.0,0.24,2.0,2.0,0.1343,1.0
incons,5.0,74.0,0.0,20.0,0.87,69.0,-2.388,2.0,2.0,0.1343,1.0
0.2273,,-22.322812499999998,,21.0,0.87,64.0,0.22,2.0,2.0,0.1343,1.0
0.2576,2.0,36.0,0.0,22.0,0.87,34.0,,2.0,2.0,0.0896,1.0
0.197,1.0,16.0,0.0,23.0,0.93,15.0,0.2,3.0,2.0,0.194,1.0
0.2424,0.0,2.0,0.0,0.0,0.93,2.0,0.22,3.0,3.0,0.1045,1.0
0.2273,0.0,3.0,0.0,1.0,0.93,3.0,0.22,,3.0,0.194,1.0
0.2273,4.0,4.0,0.0,2.0,0.93,0.0,0.22,3.0,3.0,-9.925,1.0
0.2273,0.0,1.0,incons,10.375,0.93,1.0,0.22,3.0,3.0,0.1343,1.0
0.2121,-11.1,1.0,0.0,incons,0.93,1.0,0.22,-2.5,3.0,0.2836,1.0
0.2424,0.0,3.0,0.0,5.0,0.93,3.0,0.22,3.0,3.0,0.1045,1.0
0.2424,1.0,18.0,0.0,6.0,0.93,17.0,0.22,3.0,3.0,0.1045,1.0
5.2925,1.0,37.3936875,0.0,7.0,0.93,48.0,0.22,3.0,3.0,0.2239,1.0
0.2121,1.0,155.0,-10.884125000000001,8.0,0.93,154.0,incons,3.0,3.0,16.355,1.0
0.2576,4.0,123.0,0.0,incons,0.93,119.0,0.24,2.0,3.0,0.0896,1.0
0.2727,2.0,61.0,0.0,10.0,incons,59.0,0.22,2.0,3.0,0.0,1.0
5.2925,incons,52.0,0.0,11.0,0.93,47.0,0.24,,3.0,0.194,1.0
0.2273,18.259999999999998,64.0,0.0,12.0,0.93,61.0,0.24,2.0,3.0,0.2239,1.0
0.3333,1.0,75.0,0.0,13.0,0.93,74.0,0.34,1.0,-8.462499999999999,0.1642,1.0
0.3939,18.259999999999998,37.3936875,0.0,14.0,0.82,61.0,0.38,1.0,,0.3881,17.07
0.3939,10.0,76.0,0.0,15.0,0.76,66.0,0.38,1.0,3.0,16.355,1.0
0.3333,8.0,103.0,0.0,16.0,0.71,95.0,0.36,1.0,3.0,0.2985,1.0
0.3182,7.0,190.0,0.0,17.0,0.53,26.727362499999998,0.36,1.0,3.0,0.5224,1.0
0.2879,7.0,182.0,0.0,18.0,0.42,175.0,0.34,1.0,3.0,0.5522,
0.2424,3.0,91.0,,19.0,0.45,88.0,0.28,1.0,3.0,0.4925,1.0
0.197,4.0,75.0,0.0,20.0,0.48,71.0,0.24,1.0,3.0,0.5522,
0.197,1.0,63.0,0.0,21.0,0.47,62.0,0.22,1.0,3.0,0.3284,1.0
0.2121,5.0,,0.0,22.0,0.44,26.727362499999998,0.22,1.0,3.0,0.2537,1.0
0.1667,3.0,32.0,0.0,23.0,0.44,29.0,incons,1.0,3.0,0.4478,1.0
0.1667,1.0,12.0,0.0,0.0,-7.178000000000001,11.0,0.2,1.0,4.0,0.4478,1.0
0.1515,0.0,5.0,0.0,1.0,-7.178000000000001,5.0,0.2,1.0,-8.462499999999999,0.5224,1.0
0.1667,0.0,2.0,0.0,2.0,0.43,2.0,0.18,1.0,4.0,0.2537,1.0
0.1667,0.0,1.0,0.0,3.0,0.43,1.0,0.18,1.0,4.0,0.2537,1.0
0.1364,0.0,2.0,0.0,5.0,0.5,2.0,0.16,1.0,4.0,0.2985,1.0
0.1364,0.0,39.0,0.0,6.0,0.43,39.0,0.16,1.0,4.0,0.3582,-10.450000000000001
0.1212,1.0,87.0,0.0,7.0,0.5,86.0,0.14,incons,4.0,0.3284,1.0
0.1212,4.0,188.0,0.0,8.0,0.5,184.0,0.14,1.0,13.8775,0.3582,1.0
0.1364,6.0,37.3936875,0.0,9.0,0.47,127.0,0.16,1.0,4.0,0.2985,-7.45
0.1515,2.0,52.0,0.0,10.0,0.43,50.0,0.18,1.0,4.0,0.3284,1.0
0.1364,9.0,64.0,0.0,11.0,0.43,55.0,0.18,1.0,4.0,0.4478,1.0
0.1818,2.0,69.0,0.0,12.0,0.4,67.0,0.2,1.0,4.0,0.3582,1.0
0.1667,,51.0,0.0,13.0,0.4,-15.878937499999997,0.2,1.0,4.0,0.4179,1.0
0.197,4.0,47.0,0.0,14.0,0.37,43.0,0.22,1.0,4.0,0.3881,1.0
0.197,4.0,60.0,,15.0,,56.0,-2.388,1.0,4.0,0.3284,1.0
0.2121,5.0,incons,-10.884125000000001,16.0,0.37,73.0,0.22,1.0,4.0,0.2537,1.0
0.197,5.0,175.0,0.0,17.0,0.4,170.0,0.2,1.0,4.0,0.194,1.0
0.2121,2.0,147.0,0.0,18.0,0.4,145.0,,1.0,4.0,0.1642,1.0
0.2576,4.0,96.0,0.0,19.0,0.4,-15.878937499999997,0.2,1.0,4.0,0.0,1.0
0.2273,1.0,109.0,0.0,20.0,0.47,,0.2,,4.0,0.0896,1.0
0.2121,1.0,54.0,0.0,10.375,0.55,53.0,0.18,1.0,4.0,0.1045,
0.2121,2.0,41.0,0.0,-12.625,0.51,39.0,0.18,,4.0,0.0896,1.0
0.2273,4.0,38.0,0.0,23.0,0.47,,0.2,-2.5,-8.462499999999999,0.1045,1.0
incons,3.0,-22.322812499999998,0.0,0.0,,,0.2,2.0,5.0,0.0,1.0
0.2273,0.0,7.0,0.0,1.0,0.59,7.0,0.16,2.0,5.0,,1.0
0.1667,0.0,1.0,-10.884125000000001,2.0,0.63,1.0,0.14,2.0,5.0,0.1045,1.0
0.1667,0.0,1.0,0.0,3.0,0.63,1.0,0.14,2.0,5.0,0.1045,1.0
0.1515,0.0,7.0,0.0,5.0,incons,7.0,0.14,2.0,5.0,0.1343,1.0
0.2273,2.0,28.0,0.0,6.0,11.9068,26.0,0.16,2.0,13.8775,0.0,1.0
0.2121,0.0,87.0,-10.884125000000001,7.0,11.9068,87.0,0.14,incons,5.0,incons,1.0
0.1515,3.0,220.0,-10.884125000000001,8.0,0.74,217.0,0.14,3.5,incons,0.1343,1.0
0.1818,incons,127.0,0.0,9.0,0.8,124.0,0.16,2.0,5.0,0.1343,1.0
0.2121,5.0,51.0,0.0,10.0,0.51,46.0,incons,2.0,5.0,0.1343,1.0
0.2273,3.0,-22.322812499999998,0.0,11.0,0.51,61.0,0.22,1.0,5.0,0.1642,1.0
0.2424,8.0,86.0,0.0,10.375,0.48,78.0,incons,2.0,5.0,0.1642,1.0
0.2576,9.0,82.0,0.0,13.0,11.9068,73.0,0.26,2.0,5.0,0.2239,1.0
0.2727,15.0,incons,0.0,14.0,0.45,76.0,0.28,incons,5.0,0.1642,1.0
0.2727,9.0,90.0,0.0,10.375,0.48,81.0,3.4328000000000003,2.0,5.0,0.2537,1.0
-3.4875,8.0,99.0,0.0,16.0,0.42,91.0,0.3,incons,5.0,0.2239,1.0
0.2727,10.0,-22.322812499999998,0.0,incons,0.56,195.0,0.26,2.0,5.0,0.1343,1.0
0.2576,3.0,,0.0,18.0,0.6,152.0,0.24,2.0,13.8775,0.1045,1.0
0.2424,1.0,-22.322812499999998,0.0,19.0,0.65,102.0,-2.388,2.0,5.0,0.1343,1.0
0.2424,2.0,,0.0,-6.625,0.65,69.0,0.24,incons,5.0,0.1642,1.0
0.2424,2.0,43.0,0.0,21.0,0.7,41.0,0.24,2.0,5.0,0.1642,1.0
-3.4875,1.0,46.0,0.0,22.0,0.65,45.0,0.24,2.0,-8.462499999999999,-9.925,1.0
0.2424,1.0,31.0,0.0,23.0,0.7,30.0,0.24,2.0,5.0,,1.0
0.2424,3.0,incons,18.130475,0.0,0.7,36.0,0.24,2.0,6.0,0.1642,0.0
0.2424,1.0,18.0,incons,1.0,0.65,17.0,0.24,2.0,6.0,0.1642,0.0
0.2424,5.0,17.0,0.0,2.0,0.75,12.0,0.24,2.0,6.0,0.1642,0.0
0.2424,1.0,11.0,0.0,3.0,incons,10.0,0.24,2.0,6.0,0.1642,0.0
0.2273,0.0,8.0,0.0,-6.625,0.93,incons,0.22,3.0,6.0,0.1343,0.0
incons,0.0,9.0,0.0,5.0,1.0,-15.878937499999997,0.2,3.0,6.0,0.0896,0.0
0.2576,0.0,4.0,0.0,6.0,1.0,4.0,3.4328000000000003,3.0,6.0,-9.925,0.0
0.2576,0.0,4.0,0.0,7.0,0.93,4.0,0.22,3.0,6.0,0.0896,0.0
0.2273,0.0,10.0,0.0,8.0,1.0,-15.878937499999997,0.2,3.0,-8.462499999999999,0.0896,0.0
0.2273,3.0,20.0,0.0,9.0,1.0,17.0,0.2,3.0,6.0,,0.0
0.2121,3.0,34.0,0.0,10.0,1.0,31.0,-2.388,3.0,6.0,0.1343,0.0
0.2273,1.0,incons,0.0,11.0,1.0,46.0,0.22,3.0,6.0,0.1343,0.0
,10.0,52.0,0.0,12.0,1.0,42.0,0.22,3.0,6.0,0.1642,0.0
0.2273,10.0,72.0,-10.884125000000001,13.0,1.0,62.0,0.22,3.0,6.0,0.1642,0.0
,5.0,55.0,0.0,14.0,1.0,50.0,0.22,3.0,6.0,0.0,0.0
0.2727,11.0,60.0,0.0,incons,1.0,49.0,,,,0.0,0.0
0.2273,8.0,,0.0,16.0,1.0,63.0,0.22,3.0,6.0,0.1343,0.0
0.2121,14.0,78.0,0.0,17.0,1.0,64.0,0.24,2.0,6.0,0.2836,0.0
0.2424,2.0,83.0,0.0,18.0,0.93,81.0,0.28,2.0,6.0,0.4478,0.0
0.2424,6.0,84.0,0.0,19.0,0.93,78.0,0.28,2.0,6.0,16.355,0.0
0.2879,5.0,69.0,0.0,20.0,0.87,64.0,0.3,1.0,6.0,0.2537,0.0
0.2576,3.0,56.0,-10.884125000000001,21.0,1.0,53.0,incons,1.0,6.0,,0.0
0.2727,2.0,45.0,0.0,22.0,0.93,43.0,0.26,1.0,6.0,incons,0.0
0.2576,7.0,59.0,0.0,23.0,0.93,52.0,0.26,-2.5,6.0,0.2239,0.0
0.2576,2.0,39.0,0.0,0.0,0.7,37.0,0.26,1.0,0.0,0.194,17.07
0.2273,4.0,44.0,0.0,1.0,0.65,40.0,0.26,,0.0,0.4179,0.0
0.2273,incons,20.0,-10.884125000000001,2.0,0.6,20.0,0.26,-2.5,0.0,0.3284,0.0
0.2879,3.0,13.0,0.0,3.0,0.6,10.0,,1.0,0.0,0.0896,0.0
0.2273,0.0,incons,0.0,4.0,0.6,2.0,0.26,1.0,0.0,0.3582,0.0
0.2576,,1.0,0.0,5.0,0.6,1.0,0.26,1.0,0.0,0.2239,0.0
0.2576,0.0,1.0,0.0,6.0,0.6,1.0,0.26,incons,0.0,16.355,0.0
0.2424,0.0,8.0,0.0,7.0,0.65,-15.878937499999997,0.24,,0.0,0.1642,0.0
0.2576,2.0,23.0,0.0,8.0,0.65,21.0,0.24,1.0,0.0,0.1045,0.0
0.2879,7.0,45.0,,-6.625,,incons,0.28,1.0,0.0,0.1045,incons
0.2879,15.0,89.0,0.0,10.0,0.52,74.0,0.3,1.0,13.8775,0.2537,incons
0.303,28.0,117.0,0.0,11.0,0.49,incons,0.32,1.0,0.0,0.2537,0.0
0.3333,incons,174.0,0.0,-6.625,0.46,26.727362499999998,0.34,1.0,0.0,,0.0
0.3636,47.0,37.3936875,0.0,13.0,0.46,135.0,0.34,1.0,-8.462499999999999,0.0,0.0
0.3485,incons,161.0,0.0,14.0,0.46,26.727362499999998,0.34,1.0,0.0,incons,incons
0.3485,52.0,182.0,0.0,15.0,0.46,130.0,incons,1.0,0.0,0.0896,0.0
0.3485,42.0,157.0,0.0,,0.49,115.0,0.34,1.0,0.0,0.1045,0.0
0.3636,24.0,121.0,0.0,17.0,0.46,97.0,0.34,1.0,0.0,0.0,0.0
0.303,13.0,,0.0,18.0,0.56,65.0,0.3,1.0,0.0,0.1642,0.0
0.2879,1.0,21.0,0.0,19.0,0.61,20.0,0.28,1.0,0.0,0.1343,0.0
0.2879,5.0,26.0,0.0,20.0,0.61,21.0,0.28,1.0,0.0,-9.925,0.0
-3.4875,5.0,27.0,0.0,21.0,0.6,22.0,0.26,1.0,0.0,0.0,0.0
0.303,18.259999999999998,,0.0,22.0,0.6,-15.878937499999997,0.26,1.0,13.8775,0.0,0.0
0.2879,4.0,30.0,0.0,23.0,0.65,incons,0.24,1.0,0.0,0.0,
0.2879,18.259999999999998,15.0,0.0,0.0,0.65,14.0,0.24,incons,1.0,0.0,1.0
0.2727,1.0,5.0,0.0,1.0,0.75,4.0,0.22,1.0,1.0,0.0,1.0
0.2576,0.0,-22.322812499999998,0.0,2.0,0.8,3.0,0.2,1.0,1.0,0.0,1.0
0.2576,0.0,1.0,0.0,3.0,0.86,1.0,0.2,1.0,13.8775,0.0,1.0
0.2576,1.0,2.0,0.0,4.0,0.86,1.0,0.2,1.0,1.0,0.0,1.0
0.2576,1.0,10.0,0.0,5.0,11.9068,9.0,0.2,1.0,1.0,0.0,1.0
0.2424,1.0,30.0,0.0,6.0,0.93,29.0,0.18,1.0,1.0,0.0,1.0
incons,6.0,95.0,0.0,,0.86,89.0,0.18,1.0,1.0,,1.0
,7.0,230.0,0.0,8.0,1.0,223.0,0.16,2.0,1.0,0.0,1.0
0.2727,3.0,118.0,0.0,9.0,0.8,115.0,0.22,1.0,1.0,0.0,1.0
0.2576,6.0,55.0,0.0,-6.625,0.75,49.0,0.24,1.0,1.0,0.1045,1.0
0.3182,11.0,47.0,0.0,11.0,0.65,36.0,0.3,1.0,1.0,incons,1.0
0.3485,7.0,66.0,0.0,incons,0.62,59.0,0.32,2.0,1.0,0.0,1.0
0.3636,10.0,64.0,0.0,10.375,11.9068,54.0,0.36,2.0,1.0,0.0896,1.0
0.3636,8.0,60.0,0.0,14.0,0.57,52.0,0.36,2.0,1.0,0.0896,1.0
0.3939,4.0,50.0,0.0,15.0,0.54,26.727362499999998,0.38,2.0,1.0,0.0896,1.0
0.3485,16.0,,0.0,16.0,0.57,incons,3.4328000000000003,2.0,1.0,16.355,1.0
0.3182,9.0,216.0,0.0,incons,0.7,207.0,,2.0,1.0,incons,1.0
0.3333,5.0,,,18.0,0.66,170.0,0.34,2.0,1.0,0.1343,1.0
,,128.0,0.0,19.0,0.7,123.0,0.32,2.0,1.0,,1.0
0.3333,6.0,-22.322812499999998,0.0,20.0,0.7,82.0,0.32,2.0,1.0,0.1045,-7.45
0.3485,3.0,78.0,,21.0,0.7,75.0,0.32,1.0,1.0,,1.0
0.303,3.0,37.0,0.0,22.0,0.81,34.0,3.4328000000000003,1.0,1.0,0.0896,1.0
0.3333,6.0,25.0,0.0,23.0,0.81,19.0,0.3,2.0,1.0,0.0,1.0
0.3182,4.0,10.0,0.0,0.0,0.87,6.0,0.28,2.0,2.0,0.0,1.0
