hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
14,0,0,incons,1,0.34,0.3485,0.46,incons,incons,26.7273625,161
15,0,0,0,1,incons,0.3485,0.46,0.0896,52,130,182
,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157
17,0,0,0,1,0.34,0.3636,0.46,0,24,97,121
18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,
19,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21
20,0,0,0,1,0.28,0.2879,0.61,-9.925,5,21,26
21,0,0,0,1,0.26,-3.4875,0.6,0,5,22,27
22,0,13.8775,0,1,0.26,0.303,0.6,0,18.26,-15.8789375,
23,0,0,,1,0.24,0.2879,0.65,0,4,incons,30
0,0,1,1,incons,0.24,0.2879,0.65,0,18.26,14,15
1,0,1,1,1,0.22,0.2727,0.75,0,1,4,5
2,0,1,1,1,0.2,0.2576,0.8,0,0,3,-22.3228125
3,0,13.8775,1,1,0.2,0.2576,0.86,0,0,1,1
4,0,1,1,1,0.2,0.2576,0.86,0,1,1,2
5,0,1,1,1,0.2,0.2576,11.9068,0,1,9,10
6,0,1,1,1,0.18,0.2424,0.93,0,1,29,30
,0,1,1,1,0.18,incons,0.86,,6,89,95
8,0,1,1,2,0.16,,1,0,7,223,230
9,0,1,1,1,0.22,0.2727,0.8,0,3,115,118
-6.625,0,1,1,1,0.24,0.2576,0.75,0.1045,6,49,55
11,0,1,1,1,0.3,0.3182,0.65,incons,11,36,47
incons,0,1,1,2,0.32,0.3485,0.62,0,7,59,66
10.375,0,1,1,2,0.36,0.3636,11.9068,0.0896,10,54,64
14,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60
15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,26.7273625,50
16,0,1,1,2,3.4328,0.3485,0.57,16.355,16,incons,
incons,0,1,1,2,,0.3182,0.7,incons,9,207,216
18,,1,1,2,0.34,0.3333,0.66,0.1343,5,170,
19,0,1,1,2,0.32,,0.7,,,123,128
20,0,1,-7.45,2,0.32,0.3333,0.7,0.1045,6,82,-22.3228125
21,,1,1,1,0.32,0.3485,0.7,,3,75,78
22,0,1,1,1,3.4328,0.303,0.81,0.0896,3,34,37
23,0,1,1,2,0.3,0.3333,0.81,0,6,19,25
0,0,2,1,2,0.28,0.3182,0.87,0,4,6,10
1,0,13.8775,1,2,0.28,0.3182,incons,0,,4,4
2,0,2,1,incons,0.26,0.2727,0.93,0.1045,,26.7273625,2
3,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1
4,0,2,1,1,0.26,0.2576,incons,0.1642,0,3,37.3936875
5,18.130475,2,1,1,incons,0.2273,,0.3284,0,2,2
6,0,2,1,1,0.26,0.2273,0.7,0.3284,0,39,incons
7,0,2,1,1,0.24,0.197,0.65,0.4179,3,incons,100
8,0,2,1,1,0.24,0.197,0.56,0.4925,7,236,243
incons,0,2,1,1,0.24,incons,0.52,0.4925,7,128,135
,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48
11,0,2,1,1,0.22,5.2925,0.47,0.4627,1,49,50
12,0,2,12.07,1,0.24,0.197,,0.4925,2,63,65
13,,2,1,2,0.24,0.197,0.32,0.4478,2,48,50
14,0,2,1,1,0.22,0.197,0.37,0.4179,3,61,64
15,0,2,1,1,0.22,0.197,0.35,0.3881,6,45,51
16,incons,2,1,-2.5,0.22,0.1818,0.35,0.5224,4,79,83
17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176
18,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151,incons
19,incons,2,1,,0.16,0.1212,0.4,0.4627,,100,101
20,incons,2,,1,0.16,0.1364,0.4,0.3284,3,53,56
incons,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54
22,0,2,1,1,0.12,0.1061,11.9068,0.3582,0,29,29
23,incons,2,1,1,0.12,0.1061,0.33,0.3284,3,-15.8789375,12
0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17
1,0,3,1,1,0.1,0.1061,0.36,0.2239,0,-15.8789375,7
2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,incons,
3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2
5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7
6,0,3,1,incons,0.06,0.1515,0.45,0,0,43,43
-6.625,-10.884125,3,1,1,0.06,0.1061,0.49,0.1045,4,95,99
8,,3,1,,0.1,,0.42,0,1,198,199
9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,
10,0,,1,3.5,0.14,0.1818,0.36,0,8,,59
11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41
,0,3,1,2,0.18,incons,0.4,0.2239,4,57,61
13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69
14,0,3,1,-2.5,0.2,0.1818,0.34,0.2985,2,56,58
15,0,3,1,2,0.2,0.1818,incons,0.2836,3,61,64
16,,13.8775,1,,0.2,0.197,0.37,0.2537,7,72,79
17,0,3,1,,0.2,0.197,,0.2537,,157,166
18,-10.884125,3,1,2,incons,0.1667,0.47,0.2985,2,168,170
19,0,3,1,3,0.14,0.1212,-7.178,0.2537,1,87,88
20,0,3,17.07,3,0.14,0.1515,0.86,0.1642,0,84,84
21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,incons
22,0,3,1,3,0.16,0.1667,0.8,0.1642,incons,42,46
23,18.130475,3,1,3,0.16,0.1515,0.8,0.194,0,37,37
,0,4,1,3,0.14,0.1364,0.86,0.194,0,16,16
1,0,4,1,3,0.14,0.1515,-7.178,0.1343,incons,7,7
2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3
4,0,incons,1,2,0.14,0.1364,0.59,0.2239,0,1,1
5,0,4,12.07,2,0.12,0.1212,0.5,,0,6,
incons,0,4,1,2,0.12,0.1212,-7.178,0.2836,0,26,incons
7,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99,99
8,0,4,incons,1,0.1,0.0758,11.9068,0.3284,5,173,178
9,0,-8.4625,1,1,0.12,0.1061,0.42,,,incons,
10,0,4,1,1,-2.388,0.1061,0.42,0.2985,1,34,37.3936875
11,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44,45
12,0,4,1,incons,0.16,0.1364,0.34,0.3881,4,65,69
13,,4,1,1,0.18,-3.4875,0.29,0.2985,3,59,62
14,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42,48
15,0,4,1,1,0.2,0.197,0.25,0.2537,0,50,50
16,0,13.8775,1,1,0.2,0.1818,0.27,0.2985,4,76,80
17,0,4,1,1,3.4328,0.1818,0.26,0.194,6,159,165
18,-10.884125,4,1,1,0.16,0.1818,0.28,0.1343,3,157,160
19,incons,4,1,1,0.14,0.1667,,0.1045,2,-15.8789375,112
-12.625,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97
21,0,4,1,1,0.14,0.2121,0.39,0,2,70,72
22,0,4,1,1,0.12,0.197,0.39,0,4,47,51
23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34
incons,0,5,12.07,1,0.1,0.1364,0.49,0.1045,2,12,14
1,-10.884125,5,,1,0.1,0.1364,incons,0.0896,1,6,-22.3228125
2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3,3
5,,5,1,1,0.08,,0.63,0.0896,0,,incons
6,0,5,1,1,0.1,0.1818,0.68,0,1,23,24
7,0,5,1,1,0.08,0.1667,0.73,0,1,73,37.3936875
8,0,5,1,1,0.1,0.1212,,0.1642,4,212,216
incons,0,5,1,3.5,incons,0.1212,0.74,0.2239,8,132,incons
10,0,13.8775,1,1,0.14,0.1364,0.69,0.194,5,39,incons
11,0,5,1,,0.22,0.2273,0.47,incons,12,52,64
12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71
13,0,5,1,1,0.24,incons,0.35,0.194,21,89,110
14,0,5,1,1,-2.388,0.2879,0.26,16.355,17,67,84
15,0,5,1,incons,0.32,0.3182,0.21,0.1642,12,62,74
16,incons,5,1,,0.3,0.2879,0.28,0.194,14,111,125
17,0,5,1,1,0.3,0.3333,0.24,0,18,193,211
18,0,5,1,1,0.28,0.3182,0.28,0,9,165,174
19,0,5,1,1,0.26,0.303,0.33,0,,incons,101
20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63
21,0,5,1,-2.5,0.2,0.2121,0.59,16.355,1,46,47
22,0,,1,,0.2,0.2273,incons,0.0896,,,43
23,0,5,1,1,0.18,,0.69,0,5,48,53
0,0,incons,0,1,0.16,0.197,0.69,incons,3,27,30
1,0,6,0,1,0.14,incons,0.86,0,2,22,24
2,0,-8.4625,0,1,0.14,0.2121,0.8,0,2,13,15
3,0,6,0,1,,0.197,0.8,0,3,incons,10
10.375,0,6,0,1,0.12,0.1667,,0.0896,0,4,4
5,0,6,0,1,0.12,0.1667,incons,0.0896,-11.1,1,1
6,0,6,0,1,0.12,0.1364,0.93,0.194,1,1,2
7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11
8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,incons
9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43
10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84
11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114
12,0,6,0,1,-2.388,5.2925,0.39,0.4627,27,93,120
13,18.130475,6,0,1,0.3,-3.4875,0.39,0.4179,32,103,135
14,-10.884125,6,0,1,0.34,-3.4875,0.31,0.2836,,90,120
15,incons,6,0,1,0.34,0.303,0.29,0.4179,47,127,174
16,18.130475,6,0,,0.34,0.303,0.29,0.4179,18.26,103,37.3936875
17,0,6,0,1,0.32,0.2879,0.31,0.5224,,113,137
18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,incons
19,,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41
20,incons,6,0,1,incons,0.2576,0.41,0.2239,1,39,40
21,0,-8.4625,0,1,0.26,-3.4875,0.41,0,9,42,51
22,0,6,0,incons,0.24,0.2576,0.44,0.0896,6,39,45
23,0,6,0,1,0.22,0.2273,0.51,16.355,1,31,32
0,0,0,0,1,0.2,0.2273,0.64,0.1045,incons,34,39
1,0,0,,1,0.2,0.2273,incons,0.0896,,23,24
2,incons,0,0,2,-2.388,0.2273,,0.0896,-11.1,19,20
3,0,0,0,2,0.2,0.2273,0.69,0.1045,incons,8,12
4,0,0,0,2,0.2,0.2121,-7.178,0.1642,0,2,2
6,0,0,0,2,0.2,0.2121,0.69,,,3,-22.3228125
7,0,0,0,,0.22,0.2727,0.55,0,0,3,3
8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12
9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47
10,,0,0,,0.3,0.2727,0.45,0.3284,19,incons,105
11,0,0,0,1,0.32,,0.39,0.4478,26,86,112
12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,-22.3228125
13,18.130475,0,incons,3.5,,0.3939,0.29,0.3582,62,92,154
14,0,0,0,2,0.4,0.4091,0.3,,incons,110,161
15,0,0,0,2,,0.4091,0.3,0.2985,40,122,162
16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,incons,134
17,0,0,0,1,0.42,0.4242,0.28,0.3284,,95,125
18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,incons
19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61
20,0,0,0,1,0.4,-3.4875,0.35,0.3284,15,,47
21,0,0,0,1,0.4,0.4091,0.35,0.3582,incons,45,51
incons,0,0,0,1,0.4,-3.4875,0.35,0.2985,5,31,
23,0,0,0,1,0.4,0.4091,0.35,,3,27,30
0,0,incons,1,1,0.38,0.3939,0.37,0.3582,3,8,11
1,0,,1,1,0.38,0.3939,0.37,0.3582,1,6,7
2,0,1,1,,0.36,0.3333,,0.2985,0,2,
3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2
4,0,-8.4625,1,1,incons,0.303,0.53,0.2836,0,2,
5,-10.884125,1,1,1,0.32,incons,0.53,0.2836,-11.1,incons,3
6,0,1,1,1,-2.388,0.303,0.46,0.2985,1,25,
7,incons,1,1,1,0.34,0.303,0.46,0.2985,2,96,98
8,0,1,17.07,1,-2.388,0.3939,0.4,0.4627,7,-15.8789375,-22.3228125
9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130
10,,1,1,1,0.44,0.4394,0.33,0.2239,-11.1,46,
11,0,1,1,1,0.52,0.5,0.23,0.2537,18.26,-15.8789375,53
-6.625,0,1,,1,0.56,0.5303,0.22,0.4478,27,99,126
13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120
14,,1,12.07,1,0.6,0.5909,0.15,-9.925,14,76,90
15,,1,1,1,-2.388,0.5303,0.21,0.6567,19,71,90
16,0,1,1,1,0.52,0.5,0.27,0.4627,16,,37.3936875
17,0,,1,,,0.4545,0.33,0.6119,25,218,243
18,,1,,1,0.4,0.4091,0.4,,11,194,37.3936875
19,0,1,1,1,0.38,,0.43,0.4925,incons,86,98
20,0,1,1,1,0.36,incons,0.46,0.4627,5,65,70
21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43
22,0,1,1,1,0.34,0.2879,0.46,0.6567,,incons,45
23,0,1,1,1,0.32,0.2879,,0.4925,1,19,20
0,,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19
1,0,incons,1,,0.3,0.2424,0.42,0.7761,0,5,
2,0,,1,1,0.28,0.2273,0.41,0.6866,1,2,3
4,0,2,1,1,0.22,0.1818,0.37,incons,0,1,1
5,0,2,1,1,0.22,incons,0.32,0.4627,18.26,4,4
6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30
7,0,2,1,-2.5,0.2,0.1818,0.32,0.3582,2,,105
8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223
9,0,2,17.07,1,0.22,0.197,0.29,0.4478,2,,110
10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52
,0,2,1,1,0.26,0.2424,0.25,0.2537,incons,46,37.3936875
12,0,2,1,1,0.28,0.2727,-7.178,0.2537,,65,71
13,0,incons,1,1,,0.303,0.21,,incons,68,82
14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79
15,0,2,17.07,1,incons,0.3333,0.19,0.1642,11,74,85
16,,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98
17,0,incons,1,1,0.32,0.303,0.22,0.2239,15,191,206
18,0,2,1,,incons,0.303,0.22,0.1343,14,198,212
19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,37.3936875
20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101
10.375,0,2,1,1,0.24,0.2879,incons,0,incons,61,66
22,0,incons,1,1,incons,0.2879,0.44,0,0,41,41
23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20
0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15
1,0,3,1,1,0.2,,0.44,0.0896,0,9,9
3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1
4,0,3,,1,0.2,0.197,0.51,0.194,0,1,1
5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5
6,,3,1,1,0.2,0.197,0.55,0.2239,1,32,33
7,0,13.8775,1,2,0.2,0.197,,0.2239,5,103,108
8,-10.884125,3,1,2,0.22,0.2273,11.9068,0.1642,6,26.7273625,230
9,0,3,1,1,0.24,0.2121,incons,0.2836,2,122,124
10,18.130475,-8.4625,1,1,incons,0.2273,0.41,0.3881,14,55,69
11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66
12,0,3,1,1,,0.3939,,0.3284,-11.1,72,86
13,0,,1,1,0.42,0.4242,0.3,,13,,93
14,0,incons,1,1,0.46,0.4545,0.28,0.4179,17,65,82
15,0,3,1,1,0.46,0.4545,0.28,16.355,35,incons,117
16,0,-8.4625,,1,0.46,0.4545,0.31,0.3881,26,96,-22.3228125
17,0,-8.4625,1,1,0.46,0.4545,0.28,0.2836,11,,255
18,0,3,,1,0.4,0.4091,0.4,0.2239,20,202,222
19,0,3,1,1,,0.3182,incons,,18,143,
20,0,3,1,1,0.38,,,0.194,10,108,118
21,0,3,1,incons,0.36,0.3485,0.46,0.194,,87,92
22,0,3,1,1,0.34,0.3333,0.53,0.194,12,26.7273625,73
23,0,3,1,1,incons,-3.4875,0.4,-9.925,2,31,
0,0,4,,1,0.34,incons,0.53,0.194,1,16,17
1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6
2,0,4,incons,2,0.34,0.3182,0.53,0.2239,2,4,6
3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4
4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4
5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12
6,,4,1,1,0.3,0.303,0.7,0.1343,3,26.7273625,47
7,incons,4,1,1,0.32,0.3333,0.57,0.1045,,119,126
8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285
9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179
10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88
11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,37.3936875
12,0,4,1,1,0.48,0.4697,0.41,0.2239,,86,101
13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123
14,0,4,1,1,0.6,0.6212,11.9068,0.2239,26,55,81
15,0,4,incons,incons,0.6,0.6061,0.28,0.2537,incons,-15.8789375,106
16,0,-8.4625,,2,0.56,5.2925,-7.178,,,117,146
17,0,4,1,2,0.58,0.5455,0.32,,18,-15.8789375,274
18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222
19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,,175
20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139
21,0,,1,1,0.52,0.5,0.55,0.3881,5,119,124
22,0,,,1,0.5,0.4848,0.59,0.2836,8,68,76
23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44
0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,26.7273625,32
1,-10.884125,5,1,,0.44,0.4394,0.72,0.2239,1,7,8
incons,0,5,1,1,0.44,-3.4875,0.72,0.2836,2,,7
3,0,5,-7.45,1,0.46,0.4545,0.67,0.2537,2,6,8
4,incons,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1
5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7
6,0,5,1,2,,0.4394,0.72,0.1642,2,48,50
7,0,5,1,2,0.42,,0.77,0.2239,8,108,116
8,0,5,1,2,0.42,0.4242,11.9068,0.194,,246,272
9,0,5,1,incons,0.42,0.4242,0.77,16.355,15,154,169
10,0,5,1,incons,,0.4394,11.9068,0.2239,17,78,95
11,0,5,1,incons,0.44,0.4394,0.72,0.1642,,82,113
12,0,5,,1,0.5,0.4848,0.59,0.194,59,126,185
13,0,5,1,1,0.6,0.6212,incons,0.194,45,131,176
,0,5,1,1,0.66,0.6212,11.9068,0.2985,73,118,191
15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172
10.375,0,5,1,1,0.66,5.2925,0.36,0.2836,68,164,232
17,0,5,1,1,0.66,0.6212,0.34,0.3582,18.26,275,327
18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224
incons,-10.884125,5,1,1,incons,,0.29,0.5821,16,146,162
20,0,5,1,1,0.6,,0.31,0.194,18.26,105,124
21,0,5,1,,0.58,0.5455,incons,,11,61,incons
22,0,5,1,1,0.54,0.5152,incons,0.2537,19,26.7273625,107
23,0,,,1,0.52,0.5,0.08,0.2836,,61,incons
0,0,6,0,incons,0.48,0.4697,0.12,0.4925,6,,29
1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,,-22.3228125
2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,,17
3,0,6,0,1,0.42,0.4242,0.14,16.355,0,7,
4,incons,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3
5,0,6,0,1,0.4,0.4091,incons,0.3284,0,3,3
6,0,6,-7.45,1,0.4,0.4091,0.17,0.4179,3,3,
7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,incons,22
8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,26.7273625,37.3936875
9,0,6,0,1,incons,0.4091,0.16,0.6567,18,37,
10,-10.884125,6,0,1,0.42,0.4242,incons,0.5821,34,72,106
11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,-15.8789375,123
12,0,6,0,incons,0.44,0.4394,0.18,0.4925,38,81,119
13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155
14,0,13.8775,0,1,0.46,0.4545,0.15,-9.925,incons,94,196
15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171
16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120
,0,6,0,1,0.42,0.4242,,0.6119,36,91,127
18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88
-6.625,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59
20,0,6,0,1,0.32,,0.28,0.5224,9,38,47
-6.625,incons,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33
22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44
23,0,6,,1,0.28,0.2424,0.33,0.4478,4,25,29
0,0,0,0,1,0.26,,0.35,0.4478,3,14,17
1,0,,0,incons,0.24,0.197,0.41,incons,5,11,16
2,0,0,0,1,0.24,0.197,0.41,0.5522,0,-15.8789375,17
3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18
4,-10.884125,0,,,0.22,0.1818,0.44,0.5522,-11.1,1,1
6,18.130475,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2
7,0,incons,0,1,0.18,0.1667,incons,0.2537,incons,2,2
8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24
9,0,0,0,1,0.22,-3.4875,0.47,0.2836,7,48,55
10,0,0,0,-2.5,0.26,0.2576,0.41,0.194,34,70,104
incons,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,37.3936875
12,0,0,0,1,0.3,0.3182,-7.178,0.1045,62,120,182
13,0,0,0,3.5,0.34,0.3333,0.29,0,,122,198
14,0,0,0,,0.36,incons,0.27,0.1642,108,104,212
15,0,0,0,1,0.36,0.3636,,0.0896,66,102,168
16,0,13.8775,0,1,0.36,0.3636,0.29,0.0896,59,26.7273625,147
17,0,0,17.07,-2.5,0.34,0.3485,incons,0.1642,,86,146
10.375,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101
19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42
20,0,0,12.07,2,0.34,0.3636,0.42,0,12,30,42
21,0,0,0,2,incons,0.3485,-7.178,0,17,39,56
22,,0,0,2,0.32,0.303,0.57,0.2239,4,43,47
23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54
0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37
1,-10.884125,1,0,2,0.34,0.303,0.42,0.3284,2,11,13
2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4
3,,-8.4625,0,2,0.34,0.303,0.42,0.2985,2,3,5
4,1,1,0,incons,0.32,0.3182,0.45,0.1642,1,0,1
5,1,1,0,2,0.34,0.3636,0.36,0,1,2,
6,1,1,,2,0.42,-3.4875,0.26,0.2985,2,6,8
7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19
10.375,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63
9,1,1,0,2,-2.388,incons,0.57,0.2836,18.26,,57
10,,1,0,2,0.32,0.303,0.57,0.2537,incons,52,81
11,1,1,-10.45,2,0.32,0.3333,0.57,0.1045,20,70,90
12,18.130475,1,0,2,incons,0.3182,0.66,0.194,,67,93
13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,
14,1,1,0,2,0.32,0.303,0.76,0.2537,15,incons,116
15,incons,13.8775,0,2,0.3,0.2727,0.7,0.4478,11,76,87
,,incons,0,3,0.28,0.2424,0.75,0.4179,8,incons,
17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80
18,1,1,0,2,0.24,0.2121,,0.3582,2,64,66
,1,1,0,2,0.24,,0.87,0.3582,0,49,49
20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29
21,1,1,0,,0.22,0.197,0.75,0.4478,1,33,34
22,1,1,incons,,0.2,0.1667,0.75,0.4179,0,11,11
23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,
6,0,2,-10.45,2,0.12,0.1212,0.8,0.2836,0,7,7
7,0,2,1,2,0.12,0.1212,,incons,0,40,40
8,0,2,1,incons,0.12,incons,0.8,0.2537,7,107,114
9,0,2,,2,0.14,0.1212,0.74,0.2537,5,incons,106
10,0,,1,1,0.16,0.1818,0.69,0,0,44,44
11,0,2,17.07,1,0.16,incons,0.64,0,7,43,50
,0,2,incons,1,0.2,0.2273,0.59,0.1045,7,48,55
13,0,,-7.45,1,0.22,0.2273,incons,0.1642,3,52,incons
14,0,2,1,1,0.22,0.2273,0.55,0.194,9,incons,58
15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69
16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,,86
17,0,2,1,1,0.22,0.2121,-7.178,0.2239,8,188,196
18,0,2,1,1,0.22,-3.4875,0.47,0.1343,6,161,167
-6.625,0,2,1,1,incons,0.1818,0.47,0.2836,4,114,118
20,incons,2,1,1,0.2,0.197,0.47,0.2239,3,102,105
21,18.130475,2,1,1,0.2,0.197,0.47,0.2537,2,80,82
,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77
23,0,2,1,1,0.16,0.1515,incons,0.2537,incons,18,21
0,0,3,1,,0.14,0.1364,0.5,0.194,0,6,6
1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4
2,0,3,,1,,0.1515,0.5,0.1343,0,1,1
3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2
5,0,3,1,1,0.12,0.1515,0.5,incons,0,8,8
6,0,3,1,1,,0.1515,0.5,0.1045,0,26.7273625,36
,0,3,1,1,0.12,0.1515,0.54,0.1343,,94,96
8,0,3,1,1,0.14,0.1515,incons,0.1642,8,,235
9,,3,1,1,0.18,0.2121,0.51,,9,130,139
10,incons,3,-7.45,1,0.2,0.2576,0.4,0,4,-15.8789375,51
11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69
12,0,3,12.07,1,0.26,0.2879,0.35,0.0896,11,56,
13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87
14,0,,1,1,0.32,0.3333,0.29,0.1045,17,61,78
15,18.130475,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72
16,0,,1,1,0.34,0.3636,0.25,0,15,79,94
-6.625,-10.884125,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222
18,0,3,1,1,0.32,0.3333,,0.0896,3,-15.8789375,209
19,incons,3,1,1,0.3,0.3333,0.33,0,6,,141
20,,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109
21,18.130475,3,1,1,0.24,0.2879,0.48,0,2,89,91
22,0,,1,1,0.24,0.2879,0.48,0,1,60,61
23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39
0,0,,1,1,0.22,0.2576,0.55,0.0896,0,11,11
1,0,,1,1,0.22,0.2576,0.6,0.0896,,7,incons
2,0,-8.4625,1,1,0.2,0.2273,0.64,0.0896,0,4,4
3,0,4,1,,-2.388,0.2121,0.64,0.1343,0,2,2
5,0,4,17.07,1,0.2,0.2121,0.69,0.1343,1,3,4
6,0,4,1,1,0.2,0.197,0.69,0.194,0,,58
7,18.130475,4,1,1,0.2,0.197,0.72,0.194,0,104,104
8,0,4,,1,0.24,5.2925,0.7,0.2239,8,,incons
